Node	Buffer
P39	[0.0, 2.475336, 6.384428000000001, 12.349944, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 53.674516000000004, 56.768688, 66.804292, 69.043208, 77.98971999999999, 77.98971999999999, 83.057252, 89.566316, 94.61084, 97.989928, 97.989928, 99.143248, 95.34319599999999, 96.143676, 96.143676, 98.974628, 96.333584, 95.09930800000001, 94.204688, 94.877516, 95.578136, 96.03334799999999, 96.29685599999999, 98.77935599999999, 94.646716, 94.225656, 95.28962800000001, 95.570864, 96.41047999999999, 99.56563200000001, 95.688484, 96.916844, 95.57914, 93.78338000000001, 92.96656399999999, 91.670724, 97.464608, 90.340716, 99.185692, 93.33328, 94.77001200000001, 94.9824, 95.874616, 95.874616, 96.456796, 95.63490399999999, 94.674308, 95.07326, 94.70543599999999, 95.783436, 95.140536, 92.71943999999999, 97.090456, 96.14902, 99.77040000000001, 96.7275, 96.17244000000001, 94.284484, 96.882292, 96.882292, 95.182756, 91.82041199999999, 89.433568, 85.134948, 82.590744, 96.20008, 96.859668, 94.908376, 93.842968, 94.664812, 99.501224, 95.259516, 95.74067600000001, 94.005504, 95.264852, 98.286236, 95.873748, 93.299536, 96.943432, 93.696264, 96.71112, 95.456092, 97.25400400000001, 94.750564, 95.213552, 96.27282000000001, 99.694272, 94.56533999999999, 94.808888, 94.959888, 94.97334, 94.651044, 95.60762, 94.993648, 95.26465200000001, 95.914864, 95.914864, 93.6535, 94.730388, 98.443144, 98.981188, 98.981188, 98.981188, 96.103628, 97.07592000000001, 94.593928, 99.3449, 95.239508, 99.542692, 96.366136, 96.644172, 95.090504, 97.981944, 94.795832, 94.135348, 99.75539599999999, 95.81322399999999, 95.81322399999999, 95.282736, 95.76127199999999, 95.618848, 91.94132400000001, 97.599364, 99.451008, 94.71822800000001, 95.47652, 94.195608, 93.631476, 97.15646799999999, 95.03179200000001, 93.271916, 93.271916, 95.602468, 94.214612, 93.04656, 98.93033199999999, 97.713588, 95.389448, 92.557612, 97.33842, 90.159832, 98.825284, 96.001176, 96.001176, 98.570988, 99.076904, 99.92081999999999, 99.271996]
P40	[0.0, 2.475336, 6.384428000000001, 10.256916, 18.492756, 20.940796, 24.596304, 30.401212, 34.829744, 40.485907999999995, 40.485907999999995, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 66.804292, 69.043208, 72.972052, 77.98971999999999, 80.49888, 85.771752, 89.566316, 94.61084, 94.61084, 97.989928, 98.11036800000001, 95.278776, 96.279132, 93.791272, 98.09809200000001, 97.14596800000001, 93.191088, 95.6135, 92.958644, 95.943936, 97.221356, 97.221356, 99.596628, 97.453656, 95.84916, 99.14871600000001, 93.31598, 95.83336, 94.484016, 94.056164, 93.667232, 94.34412, 94.929, 97.196172, 91.122908, 92.982128, 95.241796, 99.86813599999999, 91.731324, 93.545804, 94.723264, 93.582276, 94.477548, 97.841656, 97.841656, 96.021776, 94.999508, 93.118404, 99.40048, 98.94902, 92.766944, 94.70995599999999, 98.50294000000001, 98.50294000000001, 98.001584, 95.27494399999999, 94.96837599999999, 97.15579199999999, 94.617756, 98.763396, 94.299976, 91.91313199999999, 96.017928, 96.417628, 93.374556, 95.410356, 96.80202799999999, 98.07162000000001, 97.05934, 99.431264, 93.964608, 96.499072, 97.636128, 92.328924, 94.3924, 97.642572, 95.988656, 89.10915200000001, 86.509924, 97.257356, 94.2399, 95.068148, 96.86448800000001, 94.243116, 95.147008, 98.151808, 98.774812, 90.239996, 99.300528, 93.03279599999999, 92.96130000000001, 98.635964, 94.02608000000001, 94.187504, 96.43902800000001, 98.436372, 94.952208, 99.159324, 94.935024, 94.935024, 95.485948, 94.310904, 95.890692, 93.965504, 94.748172, 95.038208, 95.90207600000001, 94.325264, 97.93764, 91.433228, 95.963604, 93.593804, 94.060924, 91.733844, 97.47698, 98.880304, 98.880304, 93.98546800000001, 92.755888, 99.670128, 95.869844, 95.995716, 94.31098, 96.809292, 99.128896, 94.03026, 92.91578799999999, 96.776924, 95.25878800000001, 93.765444, 93.765444, 95.31952799999999, 95.652344, 91.44337999999999, 87.829024, 89.98186799999999, 96.83902, 94.948736, 95.96916399999999, 93.55348]
P41	[0.0, 3.9090920000000002, 10.256916, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 30.401212, 37.602172, 37.602172, 40.485907999999995, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 66.804292, 69.043208, 72.972052, 75.158768, 80.49888, 85.771752, 85.771752, 94.61084, 97.989928, 97.989928, 99.50752, 99.734668, 99.734668, 95.2469, 95.2469, 99.934392, 95.34156, 95.34156, 96.08249599999999, 97.929756, 94.503008, 95.65840399999999, 95.664316, 99.87822, 99.87822, 95.348488, 99.858004, 99.858004, 98.867588, 98.71348, 94.473636, 93.186992, 93.89586399999999, 95.531316, 88.99582000000001, 95.600396, 93.62396, 93.584524, 91.982904, 97.605312, 97.68021999999999, 95.462048, 98.082728, 97.44147199999999, 96.346136, 94.73848000000001, 90.79872399999999, 90.73515599999999, 91.700472, 92.915436, 96.515996, 97.320068, 94.795416, 97.72924400000001, 99.178548, 99.178548, 99.13583200000001, 94.49148000000001, 96.236136, 95.088, 94.121124, 96.835752, 90.30745999999999, 93.88362000000001, 97.311524, 95.235176, 94.58324, 97.66452, 94.349044, 95.68562, 95.68562, 95.43858, 97.375584, 95.446336, 95.309636, 94.18766, 93.704904, 96.013156, 93.362048, 95.701176, 96.437056, 96.437056, 97.753172, 97.65834, 97.789936, 95.718616, 95.940896, 99.244832, 96.180036, 91.043244, 97.00948, 96.948852, 94.94273600000001, 94.94273600000001, 94.94273600000001, 94.737876, 92.97751600000001, 94.91854400000001, 96.48247599999999, 95.22328399999999, 94.14814799999999, 97.8899, 95.26462, 95.026824, 95.779448, 96.81108400000001, 95.94745999999999, 91.061136, 94.06429200000001, 92.62228, 96.613068, 96.43529600000001, 96.22134799999999, 94.308216, 94.308216, 94.853512, 94.872568, 95.013136, 94.12934, 94.756996, 93.03106799999999, 90.38866399999999, 86.90316, 94.8678, 93.937372, 97.220896, 96.361452, 88.909048, 91.396484, 95.230328, 95.556768, 93.81536799999999, 95.893468, 96.03762, 97.670612, 96.193764, 99.025796, 93.875292, 93.44878399999999, 91.271684, 97.0421, 99.453772, 99.47406, 99.11292, 94.2442, 95.42891999999999]
P42	[0.0, 0.0, 10.256916, 12.349944, 15.848628000000001, 20.940796, 23.291539999999998, 30.401212, 32.6494, 37.602172, 40.485907999999995, 47.95156, 47.95156, 59.088848000000006, 61.16605200000001, 64.582252, 66.804292, 72.972052, 75.158768, 80.49888, 85.771752, 89.566316, 94.61084, 97.989928, 99.534816, 99.534816, 94.876188, 99.102124, 94.481852, 96.046412, 97.129764, 99.073604, 99.073604, 95.08827199999999, 95.08827199999999, 95.72240400000001, 95.92357200000001, 99.640012, 98.775344, 97.875444, 97.875444, 97.057316, 94.74337200000001, 94.74337200000001, 95.488192, 97.271512, 93.850148, 98.001484, 95.424196, 91.388752, 97.87082000000001, 98.761432, 94.64940800000001, 99.72694800000001, 99.566624, 93.438824, 98.202524, 97.977236, 93.9256, 98.79733200000001, 93.828252, 94.907556, 94.986284, 92.50256399999999, 95.47913199999999, 91.16878, 93.510544, 92.668012, 97.67280000000001, 96.678024, 98.7213, 96.45747999999999, 95.84482399999999, 99.367508, 96.36773199999999, 89.4582, 91.55424, 95.360016, 92.815812, 89.87670800000001, 95.58094, 95.673676, 92.482596, 95.3436, 95.57706400000001, 96.37932, 99.76302799999999, 93.174212, 93.7367, 95.19212, 98.142368, 92.87120800000001, 94.167104, 95.589788, 95.29038800000001, 96.558384, 98.350408, 98.53241200000001, 95.73058, 96.089712, 95.89606400000001, 94.01489600000001, 91.433704, 92.634664, 93.892, 91.223828, 93.455332, 96.53182799999999, 96.35149200000001, 94.715592, 96.036048, 93.090184, 97.097532, 96.656716, 99.859032, 95.342304, 94.67978000000001, 93.821544, 97.364732, 95.476296, 94.857004, 94.391936, 87.43413199999999, 98.032552, 98.469452, 92.61756799999999, 93.602188, 95.804132, 94.091632, 94.603672, 94.262556, 95.54674, 93.105944, 95.05024800000001, 90.35531999999999, 94.366732, 92.69820399999999, 99.377608, 97.580896, 95.229556, 90.62958800000001, 97.758076, 98.30391200000001, 96.995468, 97.863736, 95.086984, 95.086984, 94.756432, 95.73670399999999, 92.122348, 95.097496, 99.113956, 94.568584, 97.216176, 96.24217200000001, 94.851716, 94.851716, 95.41052, 95.858724, 98.18041600000001, 94.98528, 94.98528, 94.98528, 92.32586]
P43	[0.0, 0.0, 6.384428000000001, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 30.401212, 30.401212, 41.56776, 44.451496, 44.451496, 51.113628, 55.994676, 61.16605200000001, 66.804292, 69.043208, 71.229924, 77.98971999999999, 80.49888, 83.057252, 89.566316, 94.61084, 97.989928, 95.976604, 98.634944, 96.03008, 97.597352, 98.94196, 94.00674, 97.609804, 94.608868, 94.31257199999999, 95.921888, 96.026928, 94.896132, 97.299508, 96.524776, 96.141696, 98.852244, 97.21316399999999, 94.978456, 94.978456, 97.696416, 97.855132, 98.363748, 98.673636, 94.59738, 96.22686, 94.902688, 93.893592, 94.062276, 93.50212, 96.403368, 96.138024, 95.65463600000001, 95.380448, 95.81650400000001, 95.81650400000001, 94.197168, 95.93854400000001, 91.701564, 88.285364, 86.540504, 97.68474, 92.961948, 96.61991599999999, 94.85246000000001, 94.270312, 95.76308399999999, 97.063676, 95.694516, 99.449784, 99.449784, 94.862904, 91.731956, 95.355172, 93.20887599999999, 90.01726, 93.90734400000001, 95.93648, 91.128472, 94.698036, 93.705284, 96.123632, 96.030344, 96.030344, 98.762448, 99.983684, 93.155464, 98.364308, 94.31639200000001, 94.472004, 96.84366, 92.89820800000001, 94.012204, 95.078064, 99.955356, 99.955356, 93.704772, 93.864772, 96.786404, 92.15374800000001, 96.81634799999999, 98.613552, 97.994608, 93.54666, 93.09839199999999, 93.703132, 93.49270800000001, 93.49270800000001, 96.812668, 97.87447999999999, 95.778796, 95.303804, 93.640132, 93.689092, 96.59196399999999, 93.610092, 98.693528, 95.91491599999999, 95.91491599999999, 96.380824, 93.736948, 96.135172, 92.868932, 94.673088, 93.36616, 93.99701999999999, 93.99701999999999, 96.814652, 92.77972799999999, 99.552092, 96.188, 95.532308, 89.30062, 91.98225599999999, 98.81257599999999, 98.99753199999999, 93.75636, 95.395888, 98.22963999999999, 95.36832, 93.738184, 97.066676, 96.611772, 98.502048, 94.99358799999999, 94.788956, 94.520948, 90.62384399999999]
P44	[0.0, 3.9090920000000002, 6.384428000000001, 15.848628000000001, 18.492756, 18.492756, 26.947048000000002, 32.6494, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 55.994676, 59.088848000000006, 64.582252, 69.043208, 69.043208, 75.158768, 80.49888, 83.057252, 89.566316, 92.48416, 98.11036800000001, 98.11036800000001, 98.11036800000001, 94.923172, 96.342112, 97.091484, 94.940592, 95.256992, 95.875832, 99.27762799999999, 95.646148, 94.541468, 94.601844, 95.9839, 95.183504, 97.357924, 98.083772, 98.083772, 98.46963600000001, 99.72816, 99.457916, 98.62035999999999, 97.370288, 96.902864, 99.20642, 95.403008, 97.25716800000001, 99.045916, 95.503604, 93.055564, 95.044012, 94.57485199999999, 94.57485199999999, 95.910656, 94.371892, 94.771272, 96.199544, 97.93748, 95.101932, 93.434632, 95.70469200000001, 95.494184, 91.757696, 98.607692, 94.81315599999999, 91.018592, 94.635512, 96.333992, 95.07499200000001, 96.41269199999999, 95.480416, 97.87682, 90.788628, 98.52235999999999, 92.803664, 91.431712, 88.49260799999999, 89.163704, 97.42987600000001, 97.742112, 99.38762, 95.68698, 95.248548, 92.622208, 93.550588, 88.243384, 85.259648, 96.341224, 95.36614, 93.31834, 93.547012, 93.547012, 97.503404, 95.742008, 96.238496, 97.873128, 98.995296, 93.52996399999999, 91.024332, 94.01874, 97.775868, 95.40524, 95.475924, 94.64961600000001, 95.279844, 93.799876, 98.90992, 99.913888, 99.157012, 96.657584, 98.716284, 98.716284, 93.393444, 97.20330799999999, 99.963788, 99.066288, 97.776616, 94.559284, 94.186876, 95.424764, 96.35795999999999, 97.94878, 97.132888, 96.508252, 95.525344, 94.662592, 93.31778, 97.823156, 99.378008, 95.183616, 94.004484, 94.905312, 95.081648, 96.56136, 96.14246800000001, 93.550512, 93.77776, 92.23893600000001, 98.843876, 94.546988, 97.778252, 94.698204, 95.23904399999999, 99.666116, 93.85345600000001, 94.838768, 92.871496, 94.615852, 91.191364, 97.337428, 94.317004, 96.48641599999999, 92.59666, 95.01013999999999, 95.77068399999999, 95.507056]
P45	[0.0, 6.384428000000001, 10.256916, 15.848628000000001, 18.492756, 18.492756, 20.940796, 30.401212, 34.829744, 37.602172, 37.602172, 47.95156, 51.113628, 58.845892, 64.582252, 66.804292, 66.804292, 75.158768, 75.158768, 77.98971999999999, 83.057252, 89.566316, 89.566316, 97.989928, 98.11036800000001, 94.611684, 99.63211199999999, 97.440816, 97.440816, 93.019748, 95.652444, 98.964156, 96.19125600000001, 96.804484, 95.764248, 95.359112, 94.969672, 95.096572, 95.06842800000001, 96.094032, 93.36032399999999, 99.57288399999999, 95.96306799999999, 95.204, 97.926716, 95.174172, 99.4463, 97.184944, 99.93756, 92.925592, 97.996656, 91.585692, 98.761432, 92.853948, 96.67084, 95.32686, 95.90678799999999, 97.98130400000001, 92.18601600000001, 93.746044, 97.298228, 93.67908, 94.871732, 93.19034, 95.777244, 96.63688, 96.18088, 93.62250800000001, 97.840112, 94.21798, 97.777376, 94.72718, 93.499808, 93.499808, 95.626736, 90.868788, 96.29888, 92.00026, 95.34436, 96.459988, 97.89490400000001, 94.359792, 94.359792, 97.49464, 97.49464, 94.184036, 94.845536, 95.61675600000001, 99.77878799999999, 99.625968, 93.63218, 94.368972, 91.514448, 93.077056, 90.01112, 96.153892, 98.82198, 95.45231600000001, 95.00784, 95.617436, 94.72098799999999, 98.85878, 92.464444, 98.716408, 96.414784, 96.31377599999999, 91.261444, 96.13067600000001, 95.76252, 93.86155600000001, 94.434712, 96.066332, 95.767128, 94.663552, 98.644796, 93.649484, 96.167052, 93.947732, 95.043092, 94.331588, 96.448368, 95.356972, 92.53139999999999, 94.889356, 95.517884, 95.29072, 97.44139200000001, 95.760216, 97.559844, 97.71993599999999, 96.41356, 99.371692, 95.10614, 97.985272, 96.095996, 94.98162, 94.357184, 88.834532, 95.51626800000001, 98.987368, 98.862004, 93.727836, 93.99392399999999, 93.587068, 98.444616, 98.444616, 99.705748, 97.807252, 94.6153, 98.516844, 96.828788, 93.57885999999999, 92.721696, 99.604472, 95.67737600000001, 93.840996]
P46	[0.0, 2.475336, 10.256916, 15.848628000000001, 18.492756, 24.596304, 26.947048000000002, 30.401212, 34.829744, 40.485907999999995, 40.485907999999995, 44.451496, 51.113628, 59.088848000000006, 64.582252, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.54809200000001, 89.566316, 89.566316, 94.61084, 97.989928, 94.20127600000001, 95.840044, 99.338728, 98.570268, 94.50306, 97.063948, 98.30068800000001, 95.42053200000001, 95.098088, 95.256872, 94.929852, 94.207356, 95.507872, 96.52484, 99.16471999999999, 95.73267600000001, 94.681284, 94.961508, 96.906636, 96.906636, 93.13486, 97.506576, 94.379504, 94.73814, 92.262804, 91.84351600000001, 97.629988, 94.96640400000001, 95.103576, 90.17514800000001, 94.3257, 94.867328, 97.49323600000001, 95.485992, 98.210816, 98.391276, 94.769064, 97.164228, 95.322484, 91.60216, 97.294704, 99.815332, 93.844544, 98.979356, 99.670452, 98.732912, 98.732912, 99.15366, 99.15366, 97.22328399999999, 94.26086000000001, 91.032568, 92.45696799999999, 92.505132, 99.238304, 96.2992, 93.66516, 96.970296, 94.186136, 93.624784, 93.797708, 99.34528, 95.57248, 96.785696, 94.205596, 95.983476, 94.525488, 94.41704800000001, 95.380016, 90.40955600000001, 97.06613200000001, 98.484736, 98.58232799999999, 98.58232799999999, 98.433148, 95.39794, 94.832016, 96.51790799999999, 89.475532, 86.99656, 93.061912, 97.295544, 93.928292, 99.30399600000001, 96.774672, 93.470044, 97.129696, 97.088368, 97.430412, 95.503756, 99.24122, 96.02058, 96.185608, 95.00971200000001, 94.338128, 93.45704, 97.071396, 93.217416, 92.89727599999999, 95.82235999999999, 94.15123600000001, 95.358736, 93.159212, 93.939156, 98.75098799999999, 96.003384, 94.402548, 93.963728, 95.82689599999999, 98.23802, 95.175096, 95.257116, 91.087968, 93.976332, 89.689208, 95.4075, 95.938176, 97.665188, 93.71662400000001, 97.28120799999999, 93.571384, 93.571384, 97.947236, 96.364228, 94.27194800000001, 97.207844, 95.552072, 93.8356, 97.91854, 93.65334, 95.52171200000001]
P47	[0.0, 6.384428000000001, 10.256916, 12.349944, 18.492756, 18.492756, 30.401212, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 55.994676, 61.16605200000001, 64.582252, 69.043208, 69.043208, 77.98971999999999, 80.49888, 85.771752, 89.566316, 94.61084, 97.989928, 94.51720399999999, 96.81148, 99.205088, 98.766852, 94.75072, 98.146068, 92.650588, 98.640228, 99.329532, 95.164664, 95.960072, 95.711112, 96.328332, 94.141616, 94.998532, 96.102312, 95.119752, 95.945624, 95.945624, 93.959048, 94.72214, 94.969764, 94.217776, 96.85272, 94.37738399999999, 93.78142, 98.711408, 92.60798, 97.312236, 93.23234000000001, 97.883596, 95.26074, 93.490024, 96.036584, 95.68812799999999, 96.104068, 95.550904, 95.258524, 93.63753200000001, 93.322328, 98.524636, 94.01378, 94.696184, 99.027604, 95.662516, 96.925008, 96.17244000000001, 93.94907599999999, 97.502796, 95.460288, 95.2691, 90.657816, 95.370212, 93.85152, 98.191416, 93.991288, 99.925604, 96.414672, 96.597864, 94.635116, 94.903996, 94.773572, 95.08778, 94.917272, 94.666852, 96.2015, 95.020196, 94.250716, 97.810244, 97.644332, 93.68725599999999, 93.68725599999999, 94.431476, 96.160304, 94.149488, 95.398168, 94.48344, 97.339068, 97.94850000000001, 90.805228, 91.79938800000001, 94.318056, 93.117132, 94.59092, 94.271224, 95.76536, 95.96166000000001, 94.293832, 94.642324, 96.79374800000001, 95.790088, 94.731084, 93.139556, 93.92727199999999, 98.414952, 98.290904, 96.366112, 96.728408, 89.77060399999999, 87.300868, 91.628128, 98.58076799999999, 99.67396, 95.40849999999999, 94.888252, 96.842348, 95.804132, 95.11808, 95.251936, 95.97118, 96.210468, 99.78358, 99.589208, 96.752824, 97.424772, 99.674016, 93.309752, 95.50943600000001, 97.06378799999999, 98.19237600000001, 94.365124, 94.90982799999999, 93.89479200000001, 96.8969, 97.081392, 93.545496, 92.744512, 96.440948, 93.11494, 94.954828, 93.688628]
P48	[0.0, 0.0, 10.256916, 12.349944, 18.492756, 24.596304, 24.596304, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 56.768688, 61.16605200000001, 64.582252, 69.043208, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 97.989928, 96.391144, 96.64274400000001, 95.473792, 93.273232, 97.089224, 99.257788, 94.03458, 99.02734, 95.807096, 97.899428, 97.751628, 94.545636, 99.838024, 98.63734, 94.917556, 92.910504, 94.282284, 97.132252, 95.160572, 97.69962, 95.242772, 99.719816, 96.034808, 96.97174, 95.419456, 97.95722, 92.213848, 95.138196, 90.473776, 92.976928, 93.708216, 96.985664, 99.020276, 98.122568, 94.452188, 97.583544, 97.583544, 99.28022, 94.058208, 95.19469600000001, 96.527524, 94.757224, 97.016356, 94.50719600000001, 95.074672, 96.030336, 96.578052, 96.578052, 96.348824, 93.767552, 96.254064, 92.830872, 96.16610399999999, 94.250068, 93.364216, 98.08886, 95.627968, 90.909984, 94.22772, 97.446552, 97.02152000000001, 94.016796, 97.344296, 96.427468, 96.408236, 91.101032, 93.39269999999999, 96.511872, 98.33591200000001, 94.39595200000001, 99.631108, 99.05376799999999, 99.05376799999999, 99.05376799999999, 95.877976, 98.251576, 95.583172, 96.91672, 94.36774, 94.604468, 94.4492, 94.051384, 94.460216, 97.391176, 94.658272, 89.51857199999999, 97.29182, 99.66978399999999, 99.66978399999999, 96.103624, 96.324996, 94.38688400000001, 94.854888, 93.992024, 93.95407999999999, 94.193552, 94.65916800000001, 95.855728, 99.998016, 91.68596, 94.991544, 96.12301599999999, 94.013936, 97.066912, 94.945648, 95.470388, 96.13466000000001, 96.390464, 99.701336, 94.946108, 95.137076, 94.26781199999999, 95.603792, 92.633968, 96.824644, 97.805132, 95.044216, 96.71624, 93.345904, 96.23887599999999, 92.891008, 95.720072, 96.32292, 99.944264, 98.57459200000001, 99.58075600000001, 96.3967, 94.748064, 94.072028, 99.187972, 99.70274, 94.57075999999999, 95.800228, 98.809136]
